,name,sex,age,height,weight,team,noc,city,sport,event,Bronze,Gold,Silver
247126,Kristina Vaculik,F,20.0,149.0,39.0,Canada,CAN,London,Gymnastics,Gymnastics Women's Uneven Bars,0,0,0
247127,Kristina Vaculik,F,20.0,149.0,39.0,Canada,CAN,London,Gymnastics,Gymnastics Women's Balance Beam,0,0,0
247166,Attila Vadkerti,M,30.0,182.0,90.0,Hungary,HUN,London,Handball,Handball Men's Handball,0,0,0
247167,Lara Vadlau,F,18.0,165.0,56.0,Austria,AUT,London,Sailing,Sailing Women's Two Person Dinghy,0,0,0
247169,Jakub Vadlejch,M,21.0,191.0,93.0,Czech Republic,CZE,London,Athletics,Athletics Men's Javelin Throw,0,0,0
247237,Cornelia Vaida-Molnar,F,28.0,168.0,68.0,Croatia,CRO,London,Table Tennis,Table Tennis Women's Singles,0,0,0
247290,Attila Sandr Vajda,M,29.0,177.0,86.0,Hungary,HUN,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",0,0,0
247291,Attila Sandr Vajda,M,29.0,177.0,86.0,Hungary,HUN,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",0,0,0
247300,Donna Marie Vakalis,F,32.0,164.0,53.0,Canada,CAN,London,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,0
247325,David Vla,M,34.0,191.0,115.0,Czech Republic,CZE,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0,0,0
247340,Jonas Valaninas,M,20.0,213.0,120.0,Lithuania,LTU,London,Basketball,Basketball Men's Basketball,0,0,0
247432,Galle Valcke,F,26.0,172.0,64.0,Belgium,BEL,London,Hockey,Hockey Women's Hockey,0,0,0
247450,Ricardo Valderrama,M,25.0,164.0,66.0,Venezuela,VEN,London,Judo,Judo Men's Half-Lightweight,0,0,0
247462,Mara Fernanda Valds Paris,F,20.0,161.0,75.0,Chile,CHI,London,Weightlifting,Weightlifting Women's Heavyweight,0,0,0
247489,scar Rafael Valdz Fierro,M,21.0,167.0,56.0,Mexico,MEX,London,Boxing,Boxing Men's Bantamweight,0,0,0
247515,Natalia Valeeva,F,42.0,168.0,64.0,Italy,ITA,London,Archery,Archery Women's Individual,0,0,0
247516,Natalia Valeeva,F,42.0,168.0,64.0,Italy,ITA,London,Archery,Archery Women's Team,0,0,0
247521,Alejandra Valencia Trujillo,F,17.0,175.0,74.0,Mexico,MEX,London,Archery,Archery Women's Individual,0,0,0
247522,Alejandra Valencia Trujillo,F,17.0,175.0,74.0,Mexico,MEX,London,Archery,Archery Women's Team,0,0,0
247577,Lidia Valentn Prez,F,27.0,169.0,75.0,Spain,ESP,London,Weightlifting,Weightlifting Women's Heavyweight,0,0,0
247603,Domenico Valentino,M,28.0,171.0,60.0,Italy,ITA,London,Boxing,Boxing Men's Lightweight,0,0,0
247674,Roman Gazizovich Valiyev,M,28.0,190.0,76.0,Kazakhstan,KAZ,London,Athletics,Athletics Men's Triple Jump,0,0,0
247734,Amaurys Ral Valle Mencia,M,22.0,,,Cuba,CUB,London,Athletics,Athletics Men's 400 metres Hurdles,0,0,0
247815,"Xavier ""Xavi"" Valls Trias",M,32.0,192.0,102.0,Spain,ESP,London,Water Polo,Water Polo Men's Water Polo,0,0,0
247841,Antoine Valois-Fortier,M,22.0,190.0,81.0,Canada,CAN,London,Judo,Judo Men's Half-Middleweight,1,0,0
247859,Ubaldina Valoyes Cuesta,F,30.0,162.0,75.0,Colombia,COL,London,Weightlifting,Weightlifting Women's Light-Heavyweight,0,0,0
247882,Alejandro Valverde Belmonte,M,32.0,177.0,63.0,Spain,ESP,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
247906,Vn Ngc T,F,24.0,158.0,46.0,Vietnam,VIE,London,Judo,Judo Women's Extra-Lightweight,0,0,0
247923,Philipine van Aanholt,F,20.0,171.0,65.0,Individual Olympic Athletes,IOA,London,Sailing,Sailing Women's One Person Dinghy,0,0,0
247926,Evi Van Acker,F,26.0,172.0,70.0,Belgium,BEL,London,Sailing,Sailing Women's One Person Dinghy,1,0,0
247956,Hans Van Alphen,M,30.0,191.0,91.0,Belgium,BEL,London,Athletics,Athletics Men's Decathlon,0,0,0
247971,Naomi Frances van As,F,28.0,179.0,63.0,Netherlands,NED,London,Hockey,Hockey Women's Hockey,0,1,0
248004,Florent Van Aubel,M,20.0,178.0,73.0,Belgium,BEL,London,Hockey,Hockey Men's Hockey,0,0,0
248006,Greg Van Avermaet,M,27.0,181.0,74.0,Belgium,BEL,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
248040,Tera Van Beilen,F,19.0,182.0,71.0,Canada,CAN,London,Swimming,Swimming Women's 100 metres Breaststroke,0,0,0
248041,Tera Van Beilen,F,19.0,182.0,71.0,Canada,CAN,London,Swimming,Swimming Women's 200 metres Breaststroke,0,0,0
248042,Tera Van Beilen,F,19.0,182.0,71.0,Canada,CAN,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,0
248069,Martina Eva van Berkel,F,23.0,166.0,54.0,Switzerland,SUI,London,Swimming,Swimming Women's 200 metres Butterfly,0,0,0
248083,Suzaan van Biljon,F,24.0,178.0,66.0,South Africa,RSA,London,Swimming,Swimming Women's 100 metres Breaststroke,0,0,0
248084,Suzaan van Biljon,F,24.0,178.0,66.0,South Africa,RSA,London,Swimming,Swimming Women's 200 metres Breaststroke,0,0,0
248088,Irvette van Blerk-van Zyl,F,25.0,169.0,53.0,South Africa,RSA,London,Athletics,Athletics Women's Marathon,0,0,0
248151,Lucy Van Dalen-Oliver,F,23.0,168.0,53.0,New Zealand,NZL,London,Athletics,"Athletics Women's 1,500 metres",0,0,0
248249,Felipe van de Wyngard,M,31.0,179.0,76.0,Chile,CHI,London,Triathlon,Triathlon Men's Olympic Distance,0,0,0
248259,Daniella van den Berg,F,16.0,165.0,61.0,Aruba,ARU,London,Swimming,Swimming Women's 800 metres Freestyle,0,0,0
248395,Raymon Theodorus Marinus Raymondo Raymond van der Biezen,M,25.0,182.0,80.0,Netherlands,NED,London,Cycling,Cycling Men's BMX,0,0,0
248401,Cameron van der Burgh,M,24.0,185.0,85.0,South Africa,RSA,London,Swimming,Swimming Men's 100 metres Breaststroke,0,1,0
248402,Cameron van der Burgh,M,24.0,185.0,85.0,South Africa,RSA,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,0
248430,Elco van der Geest,M,33.0,190.0,99.0,Belgium,BEL,London,Judo,Judo Men's Half-Heavyweight,0,0,0
248479,Robert Adriaan van der Horst,M,27.0,179.0,74.0,Netherlands,NED,London,Hockey,Hockey Men's Hockey,0,0,1
248544,Patrick Adrie van der Meer,M,41.0,187.0,79.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,0,0
248631,Rick Antonius van der Ven,M,21.0,181.0,76.0,Netherlands,NED,London,Archery,Archery Men's Individual,0,0,0
248641,Maikel Leonardus van der Vleuten,M,24.0,170.0,60.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",0,0,0
248642,Maikel Leonardus van der Vleuten,M,24.0,170.0,60.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Jumping, Team",0,0,1
248682,Zoe van der Weel,F,21.0,161.0,61.0,Great Britain,GBR,London,Handball,Handball Women's Handball,0,0,0
248683,Mink Alphons van der Weerden,M,23.0,178.0,83.0,Netherlands,NED,London,Hockey,Hockey Men's Hockey,0,0,1
248730,"Eleonora Maria ""Ellen"" van Dijk",F,25.0,182.0,71.0,Netherlands,NED,London,Cycling,"Cycling Women's Road Race, Individual",0,0,0
248731,"Eleonora Maria ""Ellen"" van Dijk",F,25.0,182.0,71.0,Netherlands,NED,London,Cycling,Cycling Women's Individual Time Trial,0,0,0
248732,"Eleonora Maria ""Ellen"" van Dijk",F,25.0,182.0,71.0,Netherlands,NED,London,Cycling,Cycling Women's Team Pursuit,0,0,0
248835,Saskia Loretta van Erven Garca,F,24.0,175.0,64.0,Colombia,COL,London,Fencing,"Fencing Women's Foil, Individual",0,0,0
248857,Tejay van Garderen (Vangarderen-),M,23.0,185.0,70.0,United States,USA,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
248870,Margot van Geffen,F,22.0,172.0,63.0,Netherlands,NED,London,Hockey,Hockey Women's Hockey,0,1,0
248879,Twan Machiel Johannes van Gendt,M,20.0,178.0,85.0,Netherlands,NED,London,Cycling,Cycling Men's BMX,0,0,0
248892,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,London,Gymnastics,Gymnastics Women's Individual All-Around,0,0,0
248893,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,London,Gymnastics,Gymnastics Women's Floor Exercise,0,0,0
248894,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,London,Gymnastics,Gymnastics Women's Uneven Bars,0,0,0
248895,Cline Henriette van Gerner,F,17.0,156.0,51.0,Netherlands,NED,London,Gymnastics,Gymnastics Women's Balance Beam,0,0,0
248902,Sophie Johanna van Gestel,F,21.0,180.0,65.0,Netherlands-1,NED,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,0
248919,Jelle van Gorkom,M,21.0,187.0,93.0,Netherlands,NED,London,Cycling,Cycling Men's BMX,0,0,0
248939,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,44.0,172.0,56.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,0,0
248940,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,44.0,172.0,56.0,Netherlands,NED,London,Equestrianism,"Equestrianism Mixed Dressage, Team",1,0,0
249016,Gijs Van Hoecke,M,20.0,186.0,75.0,Belgium,BEL,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,0,0
249017,Gijs Van Hoecke,M,20.0,186.0,75.0,Belgium,BEL,London,Cycling,Cycling Men's Omnium,0,0,0
249039,Kevin Van Hoovels,M,26.0,184.0,69.0,Belgium,BEL,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",0,0,0
249043,Rudolphus Antonie Cornelis Rudi van Houts,M,28.0,177.0,64.0,Netherlands,NED,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",0,0,0
249046,Benjamin Van Hove,M,31.0,187.0,85.0,Belgium,BEL,London,Hockey,Hockey Men's Hockey,0,0,0
249064,Marleen Maria van Iersel (-Ramond),F,24.0,178.0,68.0,Netherlands-2,NED,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,0
249126,Adam Joseph Van Koeverden,M,30.0,182.0,85.0,Canada,CAN,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0,0,1
249136,Wannes Van Laer,M,27.0,181.0,81.0,Belgium,BEL,London,Sailing,Sailing Men's One Person Dinghy,0,0,0
249140,Denisse Astrid van Lamoen Gmez,F,32.0,157.0,49.0,Chile,CHI,London,Archery,Archery Women's Individual,0,0,0
249154,Britany van Lange,F,15.0,180.0,68.0,Guyana,GUY,London,Swimming,Swimming Women's 100 metres Freestyle,0,0,0
249189,Lieselotte Van Lindt,F,23.0,178.0,70.0,Belgium,BEL,London,Hockey,Hockey Women's Hockey,0,0,0
249215,Patrick Jermaine Herschel van Luijk,M,27.0,189.0,89.0,Netherlands,NED,London,Athletics,Athletics Men's 4 x 100 metres Relay,0,0,0
249219,Caia Jaqueline van Maasakker,F,23.0,180.0,69.0,Netherlands,NED,London,Hockey,Hockey Women's Hockey,0,1,0
249222,Kitty van Male,F,24.0,170.0,63.0,Netherlands,NED,London,Hockey,Hockey Women's Hockey,0,1,0
249284,Robyn Van Nus,F,29.0,164.0,60.0,Australia,AUS,London,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,0
249285,Robyn Van Nus,F,29.0,164.0,60.0,Australia,AUS,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
249346,Anne-Sophie Van Regemortel,F,27.0,173.0,63.0,Belgium,BEL,London,Hockey,Hockey Women's Hockey,0,0,0
249379,Dorian Benno Eric van Rijsselberge,M,23.0,189.0,75.0,Netherlands,NED,London,Sailing,Sailing Men's Windsurfer,0,1,0
249419,Sharon van Rouwendaal,F,18.0,173.0,65.0,Netherlands,NED,London,Swimming,Swimming Women's 100 metres Backstroke,0,0,0
249420,Sharon van Rouwendaal,F,18.0,173.0,65.0,Netherlands,NED,London,Swimming,Swimming Women's 200 metres Backstroke,0,0,0
249421,Sharon van Rouwendaal,F,18.0,173.0,65.0,Netherlands,NED,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,0
249442,Rutger van Schaardenburg,M,24.0,188.0,80.0,Netherlands,NED,London,Sailing,Sailing Men's One Person Dinghy,0,0,0
249481,Charline Van Snick,F,21.0,157.0,48.0,Belgium,BEL,London,Judo,Judo Women's Extra-Lightweight,1,0,0
249496,Joris Van Springel,M,49.0,171.0,69.0,Belgium,BEL,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",0,0,0
249497,Joris Van Springel,M,49.0,171.0,69.0,Belgium,BEL,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",0,0,0
249527,Dirk Van Tichelt,M,28.0,173.0,73.0,Belgium,BEL,London,Judo,Judo Men's Lightweight,0,0,0
249570,Simon van Velthooven,M,23.0,185.0,92.0,New Zealand,NZL,London,Cycling,Cycling Men's Keirin,1,0,0
249571,Simon van Velthooven,M,23.0,185.0,92.0,New Zealand,NZL,London,Cycling,Cycling Men's Team Sprint,0,0,0
249576,Annemiek Adriana van Vleuten,F,29.0,168.0,59.0,Netherlands,NED,London,Cycling,"Cycling Women's Road Race, Individual",0,0,0
249653,Janine van Wyk,F,25.0,162.0,60.0,South Africa,RSA,London,Football,Football Women's Football,0,0,0
249675,Gideon van Zyl,M,22.0,180.0,73.0,South Africa,RSA,London,Judo,Judo Men's Lightweight,0,0,0
249681,"Louis Jacobus ""L. J."" van Zyl",M,27.0,182.0,79.0,South Africa,RSA,London,Athletics,Athletics Men's 400 metres Hurdles,0,0,0
249682,"Louis Jacobus ""L. J."" van Zyl",M,27.0,182.0,79.0,South Africa,RSA,London,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,0
249698,Vincent Vanasch,M,24.0,180.0,78.0,Belgium,BEL,London,Hockey,Hockey Men's Hockey,0,0,0
249745,Molly Brigid Vandemoer (O'Bryan-),F,33.0,170.0,68.0,United States,USA,London,Sailing,Sailing Women's Three Person Keelboat,0,0,0
249752,Stijn Vandenbergh,M,28.0,199.0,84.0,Belgium,BEL,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
249789,Peter William Vanderkaay,M,28.0,193.0,95.0,United States,USA,London,Swimming,Swimming Men's 400 metres Freestyle,1,0,0
249794,Judith Vandermeiren,F,17.0,174.0,63.0,Belgium,BEL,London,Hockey,Hockey Women's Hockey,0,0,0
249807,Arianna Fritzallen Vanderpool-Wallace,F,22.0,168.0,61.0,Bahamas,BAH,London,Swimming,Swimming Women's 50 metres Freestyle,0,0,0
249808,Arianna Fritzallen Vanderpool-Wallace,F,22.0,168.0,61.0,Bahamas,BAH,London,Swimming,Swimming Women's 100 metres Freestyle,0,0,0
249820,Rachael Vanderwal,F,29.0,175.0,66.0,Great Britain,GBR,London,Basketball,Basketball Women's Basketball,0,0,0
249835,"Douglas ""Doug"" Vandor",M,37.0,180.0,70.0,Canada,CAN,London,Rowing,Rowing Men's Lightweight Double Sculls,0,0,0
249857,Bora Vang,M,25.0,177.0,82.0,Turkey,TUR,London,Table Tennis,Table Tennis Men's Singles,0,0,0
249895,Emmanuel Vanluchene,M,19.0,179.0,71.0,Belgium,BEL,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,0
250010,Norayr Vardanyan,M,25.0,175.0,94.0,Armenia,ARM,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,0,0,0
250012,Birsel Vardarl Demirmen,F,28.0,175.0,60.0,Turkey,TUR,London,Basketball,Basketball Women's Basketball,0,0,0
250014,Hovhannes Varderesyan,M,23.0,166.0,66.0,Armenia,ARM,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,0,0
250023,Anderson Frana Varejo,M,29.0,211.0,118.0,Brazil,BRA,London,Basketball,Basketball Men's Basketball,0,0,0
250037,Peter Dale Varellas,M,27.0,191.0,89.0,United States,USA,London,Water Polo,Water Polo Men's Water Polo,0,0,0
250055,Dniel Rudolf Varga,M,28.0,201.0,96.0,Hungary,HUN,London,Water Polo,Water Polo Men's Water Polo,0,0,0
250059,Dnes Andor Varga,M,25.0,193.0,96.0,Hungary,HUN,London,Water Polo,Water Polo Men's Water Polo,0,0,0
250065,Erik Varga,M,36.0,184.0,90.0,Slovakia,SVK,London,Shooting,Shooting Men's Trap,0,0,0
250103,Mikls Varga,M,24.0,171.0,60.0,Hungary,HUN,London,Boxing,Boxing Men's Lightweight,0,0,0
250107,Richard Varga,M,23.0,188.0,65.0,Slovakia,SVK,London,Triathlon,Triathlon Men's Olympic Distance,0,0,0
250111,Roland Robert Varga,M,34.0,196.0,125.0,Croatia,CRO,London,Athletics,Athletics Men's Discus Throw,0,0,0
250114,Tams Varga,M,37.0,201.0,105.0,Hungary,HUN,London,Water Polo,Water Polo Men's Water Polo,0,0,0
250117,Tams Varga,M,34.0,184.0,72.0,Hungary,HUN,London,Rowing,Rowing Men's Lightweight Double Sculls,0,0,0
250128,Annerys Victoria Vargas Valdez,F,30.0,196.0,70.0,Dominican Republic,DOM,London,Volleyball,Volleyball Women's Volleyball,0,0,0
250131,Ana Camila Vargas Palomo,F,25.0,177.0,82.0,El Salvador,ESA,London,Rowing,Rowing Women's Single Sculls,0,0,0
250133,Daniel de Jess Vargas Snchez,M,28.0,162.0,53.0,Mexico,MEX,London,Athletics,Athletics Men's Marathon,0,0,0
250143,Francisco Vargas Ramrez,M,18.0,,,Puerto Rico,PUR,London,Boxing,Boxing Men's Light-Welterweight,0,0,0
250164,Mailn Vargas Escalona,F,29.0,175.0,77.0,Cuba,CUB,London,Athletics,Athletics Women's Shot Put,0,0,0
250240,"Jacob Stephen ""Jake"" Varner",M,26.0,185.0,96.0,United States,USA,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0,1,0
250243,"Jessica Amy ""Jess"" Varnish",F,21.0,167.0,69.0,Great Britain,GBR,London,Cycling,Cycling Women's Team Sprint,0,0,0
250305,Mara del Monte Vasc Pes Gallardo,F,36.0,157.0,45.0,Spain,ESP,London,Athletics,Athletics Women's 20 kilometres Walk,0,0,0
250311,Joana Sofia Barbosa Vasconcelos,F,21.0,169.0,65.0,Portugal,POR,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",0,0,0
250312,Joana Sofia Barbosa Vasconcelos,F,21.0,169.0,65.0,Portugal,POR,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",0,0,0
250334,"Kirill ""Kyle"" Vashkulat",M,22.0,185.0,107.0,United States,USA,London,Judo,Judo Men's Half-Heavyweight,0,0,0
250336,Milo Vasi,M,21.0,196.0,94.0,Serbia,SRB,London,Rowing,Rowing Men's Coxless Fours,0,0,0
250357,tefan Vasile,M,30.0,188.0,87.0,Romania,ROU,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,0,0
250407,Vadims Vasievskis,M,30.0,188.0,102.0,Latvia,LAT,London,Athletics,Athletics Men's Javelin Throw,0,0,0
250436,Anton Aleksandrovich Vasilyev,M,28.0,194.0,95.0,Russia,RUS,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,0,0
250450,Ivan Mikhaylovich Vasilyev,M,27.0,181.0,72.0,Russia,RUS,London,Triathlon,Triathlon Men's Olympic Distance,0,0,0
250485,Anastasiya Gennadyevna Vasina,F,24.0,187.0,61.0,Russia-2,RUS,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,0
250514,scar Mauricio Vsquez Ochoa,M,25.0,185.0,90.0,Chile,CHI,London,Rowing,Rowing Men's Single Sculls,0,0,0
250531,"Pete Gay ""Kadene"" Vassell",F,23.0,171.0,58.0,Netherlands,NED,London,Athletics,Athletics Women's 4 x 100 metres Relay,0,0,0
250556,Alexis Alain Vastine,M,25.0,184.0,69.0,France,FRA,London,Boxing,Boxing Men's Welterweight,0,0,0
250558,Artem Volodymyrovych Vasylenko,M,22.0,170.0,81.0,Ukraine,UKR,London,Judo,Judo Men's Half-Middleweight,0,0,0
250695,Andreas Vazaios,M,18.0,190.0,85.0,Greece,GRE,London,Swimming,Swimming Men's 200 metres Individual Medley,0,0,0
250701,Milad Vaziri Teymourlouei,M,24.0,184.0,84.0,Iran,IRI,London,Archery,Archery Men's Individual,0,0,0
250729,Juan Manuel Vzquez,M,24.0,190.0,90.0,Argentina,ARG,London,Handball,Handball Men's Handball,0,0,0
250752,"Samuel Alexis ""Sam"" Vzquez",M,28.0,,59.0,Puerto Rico,PUR,London,Athletics,"Athletics Men's 1,500 metres",0,0,0
250756,Wesley Joel Vzquez Vzquez,M,18.0,192.0,77.0,Puerto Rico,PUR,London,Athletics,Athletics Men's 800 metres,0,0,0
250765,Darya Olegovna Vdovina,F,22.0,156.0,49.0,Russia,RUS,London,Shooting,"Shooting Women's Air Rifle, 10 metres",0,0,0
250766,Darya Olegovna Vdovina,F,22.0,156.0,49.0,Russia,RUS,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",0,0,0
250782,Irene Vecchi,F,23.0,170.0,56.0,Italy,ITA,London,Fencing,"Fencing Women's Sabre, Individual",0,0,0
250830,Jacobine Liduina Veenhoven,F,28.0,183.0,72.0,Netherlands,NED,London,Rowing,Rowing Women's Coxed Eights,1,0,0
250842,Renuga Veeran,F,26.0,165.0,61.0,Australia,AUS,London,Badminton,Badminton Women's Doubles,0,0,0
250886,Tamara Vega Arroyos,F,19.0,159.0,59.0,Mexico,MEX,London,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,0
250909,Rihards Veide,M,20.0,185.0,85.0,Latvia,LAT,London,Cycling,Cycling Men's BMX,0,0,0
250910,Vanessa Veiga Comesaa,F,33.0,159.0,43.0,Spain,ESP,London,Athletics,Athletics Women's Marathon,0,0,0
250911,Jussi Veikkanen,M,31.0,178.0,66.0,Finland,FIN,London,Cycling,"Cycling Men's Road Race, Individual",0,0,0
250934,Yosbany Veita Soto,M,20.0,160.0,49.0,Cuba,CUB,London,Boxing,Boxing Men's Light-Flyweight,0,0,0
250957,Mario Veki,M,29.0,190.0,94.0,Croatia,CRO,London,Rowing,Rowing Men's Single Sculls,0,0,0
250973,Almir Velagic,M,30.0,183.0,150.0,Germany,GER,London,Weightlifting,Weightlifting Men's Super-Heavyweight,0,0,0
251001,Jos David Velsquez Coln,M,22.0,165.0,65.0,Honduras,HON,London,Football,Football Men's Football,0,0,0
251013,Orinica Velsquez Herrera,F,22.0,171.0,65.0,Colombia,COL,London,Football,Football Women's Football,0,0,0
251033,Yaima Velzquez Falcn,F,25.0,176.0,56.0,Cuba,CUB,London,Rowing,Rowing Women's Lightweight Double Sculls,0,0,0
251040,Dana Velkov,F,31.0,179.0,61.0,Slovakia,SVK,London,Athletics,Athletics Women's Triple Jump,0,0,0
251043,Jana Velkov,F,31.0,178.0,60.0,Slovakia,SVK,London,Athletics,Athletics Women's Long Jump,0,0,0
251053,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,London,Swimming,Swimming Women's 50 metres Freestyle,1,0,0
251054,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,1
251071,Tim Veldt,M,28.0,186.0,78.0,Netherlands,NED,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",0,0,0
251086,"Anamari ""Ana"" Velenek",F,21.0,178.0,78.0,Slovenia,SLO,London,Judo,Judo Women's Half-Heavyweight,0,0,0
251108,Luis Eduardo Vlez Snchez,M,25.0,180.0,81.0,Mexico,MEX,London,Archery,Archery Men's Individual,0,0,0
251109,Luis Eduardo Vlez Snchez,M,25.0,180.0,81.0,Mexico,MEX,London,Archery,Archery Men's Team,0,0,0
251154,Bobana Velikovi,F,22.0,170.0,59.0,Serbia,SRB,London,Shooting,"Shooting Women's Air Pistol, 10 metres",0,0,0
251163,Sofiya Aleksandrovna Velikaya,F,27.0,175.0,70.0,Russia,RUS,London,Fencing,"Fencing Women's Sabre, Individual",0,0,1
251170,Radoslav Marinov Velikov,M,28.0,160.0,55.0,Bulgaria,BUL,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",0,0,0
251191,Carlos Vliz Wilburt,M,24.0,187.0,95.0,Cuba,CUB,London,Athletics,Athletics Men's Shot Put,0,0,0
251193,Stefana Veljkovi,F,22.0,190.0,76.0,Serbia,SRB,London,Volleyball,Volleyball Women's Volleyball,0,0,0
251200,Katrin Velkova,F,20.0,170.0,50.0,Bulgaria,BUL,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,0
251202,Adam Joseph Vella,M,41.0,178.0,92.0,Australia,AUS,London,Shooting,Shooting Men's Trap,0,0,0
251214,Matthijs Vellenga,M,34.0,200.0,93.0,Netherlands,NED,London,Rowing,Rowing Men's Coxed Eights,0,0,0
251220,Joseph Veloce,M,23.0,180.0,82.0,Canada,CAN,London,Cycling,Cycling Men's Keirin,0,0,0
251226,Juliana Rodrigues Veloso,F,31.0,160.0,62.0,Brazil,BRA,London,Diving,Diving Women's Springboard,0,0,0
251265,Tiago Andr Ferro Venncio,M,25.0,192.0,81.0,Portugal,POR,London,Swimming,Swimming Men's 200 metres Freestyle,0,0,0
251279,Edgaras Venckaitis,M,26.0,171.0,70.0,Lithuania,LTU,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,0,0
251282,Gintar Venkauskait,F,19.0,170.0,54.0,Lithuania,LTU,London,Modern Pentathlon,Modern Pentathlon Women's Individual,0,0,0
251300,Venelina Ivanova Veneva-Mateeva,F,38.0,180.0,58.0,Bulgaria,BUL,London,Athletics,Athletics Women's High Jump,0,0,0
